current_path,current_name,dataset_folder,original_name,md5,labels
Data/drone/drone_1/drone_1.jpg,drone_1.jpg,drone,00000068_jpg.rf.0eadd10f0e1b602f5bd0ff79e4ae4b3d.jpg,1cdea449f5bfb35b38d9b6f634f43fb8,Drone
Data/drone/drone_2/drone_2.jpg,drone_2.jpg,drone,00000079_jpg.rf.2195ce8bfcc7f6bfe60381985456e99d.jpg,c5ccedea84ab40c72f25a902ddd74326,Drone
Data/drone/drone_3/drone_3.jpg,drone_3.jpg,drone,00000105_jpg.rf.049e8d09f1bbc56329c19511a4fd0b1b.jpg,5d3a791a3571ff1ec16b6af385e48721,Drone
Data/drone/drone_4/drone_4.jpg,drone_4.jpg,drone,00000138_jpg.rf.7022fe92c0306be992564eafaf3ed3f4.jpg,d66397608b194e8208f31c39028f2ad7,Drone
Data/drone/drone_5/drone_5.jpg,drone_5.jpg,drone,00000147_jpg.rf.61f38c2afd75da1bd99c18f389785736.jpg,83ffefeaa7791f33621f5951a36ac09c,Drone
Data/drone/drone_6/drone_6.jpg,drone_6.jpg,drone,00000181_jpg.rf.7e4e6d26e19499ce378e2822dbdfbd99.jpg,c74673bcd5104d2739558e9419b95280,Drone
Data/drone/drone_7/drone_7.jpg,drone_7.jpg,drone,00000195_jpg.rf.feee5c62436364c9d5877d4094ccecae.jpg,161218117d63a6ebc3eb489d1bf00b5b,Drone
Data/drone/drone_8/drone_8.jpg,drone_8.jpg,drone,00000204_jpg.rf.59b7267024456b9d173f8422cb493938.jpg,66a5ea1abcb77cef4deef1c4fd15e42d,Drone
Data/drone/drone_9/drone_9.jpg,drone_9.jpg,drone,00000216_jpg.rf.f7f2a48bf57b7e4b8c1567cb49a7d7dd.jpg,e47fda517b402971186597c5c184c31e,Drone
Data/drone/drone_10/drone_10.jpg,drone_10.jpg,drone,00000217_jpeg_jpg.rf.0a40d054a8c48bf482841a648c777c0a.jpg,cd90deb63fd13c0db0fe326d83b5d7ea,Drone
Data/drone/drone_11/drone_11.jpg,drone_11.jpg,drone,00000222_jpg.rf.4cbb11cbfb3135168f101e423302611e.jpg,9834d1b1760aee66afec8dd930b99155,Drone
Data/drone/drone_12/drone_12.jpg,drone_12.jpg,drone,00000232_jpg.rf.2afba4a5dfff83cd1187930a2eeb9dea.jpg,bc06d57e264b2205394525b44eab2b9f,Drone
Data/drone/drone_13/drone_13.jpg,drone_13.jpg,drone,00000235_jpg.rf.68e633a19daefa3859e9b52df2282abc.jpg,24629b426be802193c41cccc3ac18862,Drone
Data/drone/drone_14/drone_14.jpg,drone_14.jpg,drone,00000241_jpg.rf.156dde75364a7040ba31e3febe4c6d5d.jpg,2fd358f7eeb776d6b793c17ba54c2f23,Drone
Data/drone/drone_15/drone_15.jpg,drone_15.jpg,drone,00000256_jpeg_jpg.rf.52de832ac1b3a9c427780f5bb805d611.jpg,550135cd0d574254f60950c91f762437,Drone
Data/drone/drone_16/drone_16.jpg,drone_16.jpg,drone,00000257_jpg.rf.957cda2b11606db87099e00d2da74fcb.jpg,4edf89075194b07c43d8d0a055d65b49,Drone
Data/drone/drone_17/drone_17.jpg,drone_17.jpg,drone,00000273_jpg.rf.805cd45f150683adaabff8e1a85e4b6e.jpg,9ebf17a4eb661d94aa08107639d33d63,Drone
Data/drone/drone_18/drone_18.jpg,drone_18.jpg,drone,00000275_jpg.rf.accc1c0b093e9a90bf2cba10e82a232d.jpg,cdd91f471b05d105ec988ce1a8e042c3,Drone
Data/drone/drone_19/drone_19.jpg,drone_19.jpg,drone,00000276_jpg.rf.a4bbdd910df9f7ab1afb38a47970c4a6.jpg,da466011c9835165aaaa890137269d12,Drone
Data/drone/drone_20/drone_20.jpg,drone_20.jpg,drone,00000278_jpg.rf.5004dd34775a2ad540cfca9be09cde0d.jpg,4bbf9413cbb55b0b61fe33ee6893b809,Drone
Data/drone/drone_21/drone_21.jpg,drone_21.jpg,drone,00000286_jpg.rf.f8d498dcf27729f72a92f0b1cfd1c82a.jpg,31c477f8c4a94491960b171bbfd82756,Drone
Data/drone/drone_22/drone_22.jpg,drone_22.jpg,drone,00000289_jpg.rf.b81244ee1632d6bc8ccf8af1678eed61.jpg,1021ac843c71007ba5be56b21a321c67,Drone
Data/drone/drone_23/drone_23.jpg,drone_23.jpg,drone,00000290_jpg.rf.4694b9a0914b0657c10de0921ca09ca5.jpg,e9ef46e350b58f7c859908f36569f4c7,Drone
Data/drone/drone_24/drone_24.jpg,drone_24.jpg,drone,00000305_jpg.rf.16274d84c3eddb793ea0b00e1c93de52.jpg,17fa626a4359dfa648119424995175ee,Drone
Data/drone/drone_25/drone_25.jpg,drone_25.jpg,drone,00000312_jpg.rf.cf61d6c670053142216cd889ec2d8fff.jpg,28bbaab1f67a65120bd49d60c2f6fb44,Drone
Data/drone/drone_26/drone_26.jpg,drone_26.jpg,drone,00000316_jpg.rf.15a04d3e3339a06d5ee4d945ad85aa79.jpg,69a3b2f451c988fc7408da43e5e0cea1,Drone
Data/drone/drone_27/drone_27.jpg,drone_27.jpg,drone,00000330_jpg.rf.4eca14dc0cf358907c911930b0f419ac.jpg,231e525d47d6226514ab2ac1b33c5043,Drone
Data/drone/drone_28/drone_28.jpg,drone_28.jpg,drone,00000335_jpg.rf.c00cd632e9b9210f29a8a3a1afcd6b82.jpg,8a4e15bf4acaf4ba18b5d29bfd1d6c25,Drone
Data/drone/drone_29/drone_29.jpg,drone_29.jpg,drone,00000341_jpg.rf.f7a57c284078c38d56b3374829522692.jpg,820bb1ce88bdc10e7585739af0dfea2b,Drone
Data/drone/drone_30/drone_30.jpg,drone_30.jpg,drone,00000353_jpg.rf.27c4758a5fd98593f808cf692d4900fe.jpg,dbc167400ede52ac0c3cae96a7ffd695,Drone
Data/drone/drone_31/drone_31.jpg,drone_31.jpg,drone,00000354_jpg.rf.a34190ab8a0927de98a6a387f9600a47.jpg,5edb8e332435c04cfc85f8ebee174703,Drone
Data/drone/drone_32/drone_32.jpg,drone_32.jpg,drone,00000360_jpg.rf.11b1130efbf94567672b5c26ca7e53c6.jpg,4c2509b7fdd98837bbf0145eeacf33d4,Drone
Data/drone/drone_33/drone_33.jpg,drone_33.jpg,drone,00000361_jpg.rf.36bf69ded407b90d82512de8bdbdbfa7.jpg,0e0117786c986b694fb8e841ab426eba,Drone
Data/drone/drone_34/drone_34.jpg,drone_34.jpg,drone,00000364_png_jpg.rf.e446d5ab9b8979fc2e1bde33b70afc35.jpg,27657e15f39d5cb1c45f1b4ee634cfa2,Drone
Data/drone/drone_35/drone_35.jpg,drone_35.jpg,drone,00000368_jpg.rf.37a5bf355f52afa65d97ae293daa90be.jpg,c3cf5183885dc3c9619978f90cbe8e4b,Drone
Data/drone/drone_36/drone_36.jpg,drone_36.jpg,drone,00000378_JPG_jpg.rf.e26c4e24abd2e56f3e1587f7ad461658.jpg,391c22047958741ca5b35a2a4d88b01b,Drone
Data/drone/drone_37/drone_37.jpg,drone_37.jpg,drone,00000389_jpg.rf.fda08bdbe3d09de3a2569419ddfbf03c.jpg,e1eedac40f2f32f394239177ae9284f8,Drone
Data/drone/drone_38/drone_38.jpg,drone_38.jpg,drone,00000391_jpg.rf.a5576bdf60deb7780f9b767fb1603a05.jpg,8cc8bc4dd483e841640ac7f83bb6ae19,Drone
Data/drone/drone_39/drone_39.jpg,drone_39.jpg,drone,00000402_jpg.rf.3de286c0bad91ad216b0ed89f79a4d06.jpg,c1128d59f9b1d58b138642c071c3f294,Drone
Data/drone/drone_40/drone_40.jpg,drone_40.jpg,drone,00000409_jpg.rf.5a252070e91d0e70117d1347fb9409b2.jpg,18d170f851384722c668408c6ba5654f,Drone
Data/drone/drone_41/drone_41.jpg,drone_41.jpg,drone,00000415_jpg.rf.66d50164acb28b63bc62e76917d89dd1.jpg,6c4551f2a203c66ebe103c28812cecb0,Drone
Data/drone/drone_42/drone_42.jpg,drone_42.jpg,drone,00000421_jpg.rf.86e9804e7defb4602fb9a74144f5f3c0.jpg,96808e6c24a6b8dc2d46a747a07f72f0,Drone
Data/drone/drone_43/drone_43.jpg,drone_43.jpg,drone,00000422_jpg.rf.2daabd1d4d491a75466566952fae41c9.jpg,33399e8f4594137cbcc92d63264beba7,Drone
Data/drone/drone_44/drone_44.jpg,drone_44.jpg,drone,00000427_jpg.rf.5fa16b613d421408ba80433393fc14db.jpg,c26c7e8192e2c13da21d653b7a546857,Drone
Data/drone/drone_45/drone_45.jpg,drone_45.jpg,drone,00000431_jpg.rf.8a97a2f492cd17418f59370fdde65563.jpg,2d11bf07f60cab3e914e072484663fa3,Drone
Data/drone/drone_46/drone_46.jpg,drone_46.jpg,drone,00000435_png_jpg.rf.59dbdaacb5a4873e0940fb960c37fa8c.jpg,99bdc717b586856d10b3b19d1f9bf4ce,Drone
Data/drone/drone_47/drone_47.jpg,drone_47.jpg,drone,00000444_jpg.rf.06d4245b081593090b17f2d720ab86af.jpg,7461791abbbe3fc88d4ea2ab69f8545e,Drone
Data/drone/drone_48/drone_48.jpg,drone_48.jpg,drone,00000447_jpg.rf.5264d5afbadebc729649d0bb0e217dd3.jpg,a616029fed0b52af6b0e7496c3e63ce1,Drone
Data/drone/drone_49/drone_49.jpg,drone_49.jpg,drone,00000455_png_jpg.rf.95c70be8d13f02e1452e962d1d067346.jpg,d0f3272971133c8de2f971be1415b4ae,Drone
Data/drone/drone_50/drone_50.jpg,drone_50.jpg,drone,00000471_jpg.rf.3798a50ff52369ffdd19da2200d2a31e.jpg,392881325d509d66b2233740db31da3b,Drone
Data/drone/drone_51/drone_51.jpg,drone_51.jpg,drone,00000472_jpg.rf.4c2c87a4922969ff2af7c37b67ced26f.jpg,9064009acb730e593045351500c91709,Drone
Data/drone/drone_52/drone_52.jpg,drone_52.jpg,drone,00000474_jpg.rf.58ab93eab9ddc71b7d16aea99232ce21.jpg,0099fb14de97176d5e3454b8da4de77e,Drone
Data/drone/drone_53/drone_53.jpg,drone_53.jpg,drone,00000479_jpeg_jpg.rf.b93b3bac69fe72899911b2f26c17fa30.jpg,bc93c0945099397ca117f9e1cb5b1c99,Drone
Data/drone/drone_54/drone_54.jpg,drone_54.jpg,drone,00000481_jpg.rf.bc60becbb4b6c92a11ffeabd7d588f99.jpg,8b00bad5e6c6cc53c7e27285c2d3173b,Drone
Data/drone/drone_55/drone_55.jpg,drone_55.jpg,drone,00000482_jpg.rf.231c22665c736a6c614d0afbe773dd3d.jpg,8e4fa950d1b371cc3a93b3ddf94c30a4,Drone
Data/drone/drone_56/drone_56.jpg,drone_56.jpg,drone,00000493_jpg.rf.42466c1bd2733ca512a133978004c351.jpg,9ed8338c20045842958730bea9ef2ae0,Drone
Data/drone/drone_57/drone_57.jpg,drone_57.jpg,drone,00000495_jpg.rf.dc092eae06bf88dfcd9bd96c5050d132.jpg,92dbd49c0b40d6e4ad876a0199e7ff3d,Drone
Data/drone/drone_58/drone_58.jpg,drone_58.jpg,drone,00000502_jpg.rf.af657760ff4750636485eb311f5f37f1.jpg,ef3affddd270f60b6195ba491dbe4821,Drone
Data/drone/drone_59/drone_59.jpg,drone_59.jpg,drone,00000516_jpg.rf.3d582049fef90fdcd52c72d0df5e6e07.jpg,57f83968b4b6d675d8bf09d69df2b224,Drone
Data/drone/drone_60/drone_60.jpg,drone_60.jpg,drone,00000535_jpg.rf.6b00cae9ff11e9558382224195c8abdc.jpg,18f88c6ddebfadde41e3f0c44d6ba851,Drone
Data/drone/drone_61/drone_61.jpg,drone_61.jpg,drone,00000542_jpeg_jpg.rf.4cbfe53f8bd39cfe1e38cd6d8c5a103f.jpg,71e3c7a1c4b3300f165012d677454f76,Drone
